---------------------------------------
Begin Slurm Prolog: Apr-16-2025 00:17:28
Job ID:    2471681
User ID:   skim3513
Account:   ece
Job name:  run.sh
Partition: coe-gpu
QOS:       coe-ice
---------------------------------------
*-----------------------------*
    model  =  bit-diff-pred-tcn
    layer_type  =  gated
    bz  =  16
    num_stages  =  5
    obs_stages  =  0
    ant_stages  =  5
    kernel_size  =  3
    num_layers  =  9
    lr  =  0.0005
    ds  =  bf
    sample_rate  =  3
    use_features  =  True
    channel_dropout_prob  =  0.4
    split  =  4
*-----------------------------*
Dir : 202504160016_bf_bit-diff-pred-tcn_os_0_as_5_m_dim_64_lt_gated_pvo_inp_ch_dr_ns_1000_lt_l2_obj_pred_x0_cond_x0_True_split_4
Number of classes : 48
Number of classes : 10
Dataset: bf
Mode : train
Vid list file : ./datasets/breakfast/splits/train.split4.bundle
Observation perc : 0
Dataset: bf
Mode : eval
Vid list file : ./datasets/breakfast/splits/test.split4.bundle
Observation perc : 0.2
Dataset: bf
Mode : eval
Vid list file : ./datasets/breakfast/splits/test.split4.bundle
Observation perc : 0.3
Num classes : 48
Loss type : l2
Objective: pred_x0
Beta schedule : cosine
Start Training...
training in the loop for  213  number of loops
[epoch 0.000000]: epoch loss = 83.955170, ce loss = 0.000000, past acc = 0.024257, fut acc = 0.002431 
[epoch 0.023474]: epoch loss = 54.395486, ce loss = 0.000000, past acc = 0.029448, fut acc = 0.024243 
[epoch 0.046948]: epoch loss = 42.761208, ce loss = 0.000000, past acc = 0.025516, fut acc = 0.019409 
[epoch 0.070423]: epoch loss = 35.824908, ce loss = 0.000000, past acc = 0.029138, fut acc = 0.029781 
[epoch 0.093897]: epoch loss = 30.016968, ce loss = 0.000000, past acc = 0.031980, fut acc = 0.039676 
[epoch 0.117371]: epoch loss = 25.794289, ce loss = 0.000000, past acc = 0.027714, fut acc = 0.037999 
[epoch 0.140845]: epoch loss = 22.542969, ce loss = 0.000000, past acc = 0.030412, fut acc = 0.034398 
[epoch 0.164319]: epoch loss = 20.015806, ce loss = 0.000000, past acc = 0.028071, fut acc = 0.032104 
[epoch 0.187793]: epoch loss = 17.939372, ce loss = 0.000000, past acc = 0.027862, fut acc = 0.030430 
[epoch 0.211268]: epoch loss = 16.281944, ce loss = 0.000000, past acc = 0.026627, fut acc = 0.030832 
[epoch 0.234742]: epoch loss = 14.886557, ce loss = 0.000000, past acc = 0.029896, fut acc = 0.030186 
[epoch 0.258216]: epoch loss = 13.713591, ce loss = 0.000000, past acc = 0.029361, fut acc = 0.030268 
[epoch 0.281690]: epoch loss = 12.694294, ce loss = 0.000000, past acc = 0.029121, fut acc = 0.030411 
[epoch 0.305164]: epoch loss = 11.832694, ce loss = 0.000000, past acc = 0.030227, fut acc = 0.033827 
